start_ms	end_ms	length_ms	x	y
1677333	1677816	483	483.9	386.2
1677836	1677906	70	509.5	395.5
1677927	1679281	1354	510.8	391.4
1679326	1679461	135	446.1	291.0
1679636	1679815	179	431.2	242.1
1679853	1680078	225	437.5	340.5
1680132	1680317	185	210.6	178.4
1680374	1680569	195	56.8	80.0
1680631	1680808	177	325.2	17.1
1680861	1681021	160	511.5	25.3
1681053	1681365	312	349.3	8.8
1681542	1681678	136	368.8	355.6
1681704	1682401	697	448.8	332.0
1682464	1682585	121	388.3	469.0
1682631	1682814	183	472.5	345.8
1682836	1683141	305	439.7	330.7
1683221	1683454	233	508.9	430.6
1683512	1683596	84	652.2	433.1
1683723	1683869	146	606.1	387.6
1683923	1684133	210	390.2	270.1
1684172	1684460	288	231.2	286.2
1684500	1684711	211	163.6	235.8
1684771	1684879	108	533.2	140.2
1684923	1685053	130	419.3	147.6
1685101	1685284	183	584.8	147.7
1685353	1686207	854	163.4	666.3
1686235	1686488	253	55.3	668.1
1686664	1686850	186	515.7	368.5
1686910	1687334	424	481.1	389.3
1687353	1687627	274	516.1	380.7
