start_ms	end_ms	length_ms	x	y
1984085	1984561	476	497.6	378.1
1984625	1985228	603	506.9	376.7
1985252	1985729	477	509.8	377.9
1985744	1985908	164	514.3	383.6
1985960	1986095	135	400.9	221.0
1986139	1986270	131	455.4	80.8
1986291	1986418	127	510.7	68.9
1986473	1986597	124	844.4	215.3
1986737	1986823	86	952.9	246.3
1986833	1986917	84	967.9	247.0
1986969	1987153	184	1003.2	226.0
1987169	1987366	197	982.5	222.3
1987424	1987615	191	651.4	422.5
1987684	1987843	159	326.7	583.8
1987865	1988135	270	289.7	639.2
1988197	1988546	349	-6.8	454.2
1988566	1988688	122	32.9	478.9
1988762	1989033	271	437.5	118.7
1989056	1989295	239	395.8	156.2
1989313	1989460	147	425.9	144.6
1989481	1989629	148	391.2	131.0
1989640	1989925	285	374.8	152.4
1989975	1990180	205	540.2	250.5
1990209	1990349	140	394.6	302.2
1990367	1990488	121	396.4	281.0
1990549	1990877	328	534.0	459.5
1991062	1991112	50	681.9	599.9
1991164	1991246	82	249.9	509.3
1991415	1991568	153	161.7	441.4
1991616	1991774	158	205.2	653.6
1991795	1992044	249	161.8	672.3
1992080	1992472	392	227.0	667.4
1992502	1992616	114	67.1	667.8
1992683	1992910	227	470.3	356.6
1992946	1993360	414	503.7	380.3
