start_ms	end_ms	length_ms	x	y
1993383	1993755	372	487.4	376.2
1993789	1994485	696	514.8	376.7
1994523	1995067	544	513.3	389.3
1995091	1995262	171	492.3	351.8
1995332	1995457	125	84.8	357.7
1995603	1995751	148	108.8	373.9
1995803	1996033	230	364.6	138.9
1996063	1996461	398	332.6	45.5
1996498	1996767	269	203.1	62.2
1996779	1997191	412	198.1	78.1
1997269	1997429	160	734.0	237.8
1997452	1997628	176	680.0	263.0
1997653	1998153	500	654.9	250.8
1998196	1998470	274	722.9	267.2
1998511	1998766	255	736.8	263.0
1998829	1999000	171	478.9	391.1
1999039	1999182	143	459.6	395.4
1999232	1999378	146	614.5	351.1
1999396	1999714	318	602.2	353.5
1999780	1999944	164	858.5	261.0
1999967	2000167	200	830.5	272.5
2000306	2000488	182	466.5	182.4
2000548	2000668	120	650.0	147.3
2000747	2000904	157	144.6	502.1
2000927	2001105	178	95.2	560.7
2001129	2001627	498	87.0	600.1
2001661	2001750	89	84.0	530.3
2001935	2002556	621	79.2	515.3
2002568	2003140	572	59.8	527.2
2003163	2003281	118	104.6	525.8
2003312	2004392	1080	75.7	529.7
2004456	2004579	123	468.8	362.6
2004612	2004767	155	546.0	371.0
2004791	2004877	86	504.0	383.2
2005070	2005344	274	495.0	388.0
