start_ms	end_ms	length_ms	x	y
1696733	1697352	619	480.4	381.3
1697372	1698820	1448	503.4	378.5
1698865	1698981	116	397.4	359.9
1699031	1699192	161	85.6	185.9
1699252	1699531	279	402.8	30.6
1699696	1699884	188	660.3	37.8
1699939	1700428	489	974.8	79.0
1700481	1700719	238	1116.5	103.0
1700789	1701112	323	425.3	232.6
1701164	1701377	213	236.6	179.9
1701420	1701522	102	105.2	213.0
1701564	1701748	184	-77.9	318.3
1701812	1701863	51	378.1	404.3
1702025	1702234	209	405.6	386.7
1702259	1702441	182	356.0	385.1
1702504	1702750	246	460.2	264.8
1702845	1703008	163	407.4	461.4
1703040	1703089	49	404.0	457.9
1703118	1703327	209	444.0	490.1
1703430	1703548	118	336.5	383.0
1703591	1703970	379	477.0	238.3
1704019	1704182	163	228.4	257.6
1704240	1704386	146	129.9	532.4
1704426	1704610	184	128.6	435.9
1704684	1704794	110	535.5	178.1
1704846	1704955	109	611.4	153.9
1705036	1705108	72	194.4	731.2
1705145	1705502	357	177.9	670.7
1705529	1705747	218	221.0	678.3
1705775	1705855	80	70.1	667.8
1706013	1706270	257	119.9	670.3
1706344	1706672	328	502.8	378.6
1706702	1707168	466	481.6	390.5
1707192	1707412	220	517.3	390.2
