start_ms	end_ms	length_ms	x	y
3582070	3582397	327	556.8	370.1
3582410	3583053	643	517.1	372.3
3583252	3583371	119	551.6	363.0
3583385	3584016	631	521.1	387.7
3584074	3584341	267	607.6	528.0
3584396	3584580	184	907.8	312.7
3584635	3584843	208	515.9	271.6
3584873	3585093	220	421.2	263.1
3585154	3585442	288	886.3	241.8
3585466	3585709	243	961.3	280.6
3585767	3585947	180	618.3	493.5
3585999	3586211	212	1079.9	577.1
3586342	3586449	107	560.0	406.3
3586498	3586626	128	615.5	156.2
3586778	3586937	159	439.9	266.7
3586982	3587288	306	542.5	485.1
3587322	3587495	173	607.9	505.1
3587546	3587748	202	834.6	314.1
3587780	3588043	263	876.5	226.6
3588091	3588220	129	571.3	179.8
3588264	3588516	252	665.5	442.9
3588557	3588755	198	604.7	277.5
3588800	3588966	166	527.5	501.9
3589050	3589125	75	335.1	215.6
3589189	3589314	125	156.0	252.2
3589329	3589513	184	188.7	241.4
3589543	3589867	324	281.1	233.7
3589924	3590246	322	121.1	188.9
3590297	3590443	146	450.8	350.0
3590466	3590556	90	494.2	358.8
