start_ms	end_ms	length_ms	x	y
1035943	1036595	652	483.0	399.2
1036823	1037031	208	512.6	381.9
1037246	1037331	85	516.5	373.9
1037544	1037649	105	518.4	353.5
1037672	1037971	299	497.2	371.6
1038059	1038188	129	1268.5	312.1
1038429	1038539	110	531.2	349.0
1038574	1040500	1926	488.8	369.6
1040558	1040704	146	392.3	379.7
1040743	1040883	140	230.0	204.3
1040912	1041039	127	122.9	242.9
1041068	1041199	131	266.9	222.4
1041226	1041478	252	409.5	210.9
1041509	1041736	227	544.3	191.3
1041788	1042063	275	217.0	236.3
1042102	1042238	136	128.2	253.8
1042273	1042401	128	306.9	223.9
1042428	1042578	150	385.0	218.8
1042758	1042921	163	531.6	194.5
1042949	1043069	120	628.1	193.4
1043129	1043261	132	173.3	206.0
1043298	1043386	88	115.2	216.5
1043445	1043628	183	504.5	146.8
1043666	1043806	140	670.7	135.4
1043850	1043935	85	411.7	178.4
1043983	1044151	168	179.2	280.9
1044174	1044241	67	139.4	297.2
1044292	1044392	100	418.0	249.7
1044433	1044628	195	588.0	227.4
1044667	1044807	140	520.2	236.8
1044850	1045033	183	425.6	252.3
1045067	1045280	213	697.3	235.5
1045327	1045531	204	547.7	232.9
1045568	1045615	47	605.2	235.6
1045650	1045773	123	819.3	228.5
1045837	1045958	121	201.8	289.8
1046005	1046169	164	112.1	291.0
1046213	1046336	123	157.4	418.7
1046366	1046562	196	136.2	452.9
1046596	1046800	204	144.9	277.7
1046999	1047102	103	111.2	437.3
1047125	1047351	226	157.5	426.4
1047390	1047676	286	109.5	415.5
1047710	1048079	369	164.1	413.9
1048119	1048176	57	99.4	408.5
1048244	1048382	138	526.7	327.9
1048634	1048718	84	480.2	343.7
1048975	1049126	151	289.5	326.1
1049174	1049602	428	508.2	352.3
1049642	1049990	348	452.6	353.4
1050017	1050313	296	541.3	348.7
1050350	1050909	559	473.8	357.9
1050934	1051110	176	538.1	355.4
