start_ms	end_ms	length_ms	x	y
2564905	2565222	317	510.3	382.0
2565234	2565391	157	495.0	384.7
2565607	2565743	136	470.9	363.5
2565757	2566620	863	489.9	373.3
2566646	2566833	187	406.9	342.3
2566882	2567428	546	503.7	378.0
2567474	2567578	104	364.9	373.2
2567630	2567736	106	359.9	444.7
2567750	2567903	153	339.6	471.5
2567924	2568099	175	291.6	490.5
2568125	2568327	202	404.4	513.3
2568360	2568535	175	500.4	549.6
2568574	2568740	166	692.2	517.7
2568763	2569019	256	727.3	524.1
2569061	2569232	171	876.6	445.4
2569255	2569404	149	913.6	407.5
2569453	2569694	241	622.6	314.3
2569766	2569956	190	807.7	383.7
2570037	2570288	251	548.5	426.2
2570329	2570461	132	378.0	451.2
2570489	2570642	153	282.5	456.3
2570664	2570869	205	232.6	411.3
2570894	2571096	202	162.1	453.9
2571152	2571286	134	627.5	550.6
2571363	2571639	276	719.9	553.7
2571652	2571710	58	730.4	545.8
2571765	2572126	361	480.6	305.1
2572172	2572394	222	337.4	258.3
2572417	2572616	199	277.0	275.2
2572654	2572718	64	152.5	337.2
2572768	2572884	116	137.6	624.7
2572900	2573112	212	145.4	666.4
2573131	2574173	1042	110.5	656.9
2574222	2574345	123	411.4	432.4
