start_ms	end_ms	length_ms	x	y
601488	601940	452	457.7	360.0
601969	602323	354	498.3	359.6
602352	602846	494	501.2	326.4
602868	603039	171	481.6	331.9
603058	604228	1170	498.6	351.3
604242	604401	159	497.1	340.9
604417	604962	545	507.2	355.8
605002	605142	140	447.7	278.0
605185	605328	143	413.5	194.1
605392	605526	134	751.2	164.4
605582	605709	127	511.9	78.9
605754	606013	259	397.7	79.3
606081	606198	117	342.7	332.7
606238	606388	150	251.5	369.9
606415	606667	252	186.6	353.5
606729	606855	126	386.2	131.1
606923	607108	185	288.8	438.1
607156	607259	103	194.0	386.5
607313	607561	248	125.7	352.8
607608	607846	238	193.0	366.9
607868	608126	258	204.4	404.2
608185	608415	230	200.9	256.7
608460	608641	181	369.7	98.2
608653	608825	172	372.7	88.7
608872	609274	402	535.1	95.3
609293	609393	100	569.9	104.0
609464	609815	351	910.2	396.3
609843	610030	187	947.0	388.1
610063	610102	39	956.5	427.5
610185	610230	45	551.8	230.9
610284	610435	151	369.6	219.4
610497	610653	156	145.5	518.8
610684	610823	139	114.4	584.3
610853	611197	344	99.3	616.1
611226	611425	199	78.0	608.7
611519	611744	225	430.6	112.4
611787	611980	193	573.4	153.9
612037	612361	324	366.2	152.3
612387	612506	119	344.2	160.5
612551	612746	195	469.0	162.2
612773	613045	272	549.6	151.8
613117	613281	164	91.8	582.2
