start_ms	end_ms	length_ms	x	y
603672	603910	238	601.5	374.1
603944	604138	194	564.3	364.7
604156	604425	269	531.9	365.4
604441	605642	1201	527.9	368.1
605669	605976	307	400.2	268.5
606032	606266	234	48.5	390.8
606291	606440	149	-23.3	432.3
606492	606723	231	427.6	364.5
606775	607040	265	245.1	405.5
607091	607343	252	583.1	385.9
607378	607695	317	710.4	247.6
607741	607904	163	907.0	270.5
607950	608273	323	1058.7	274.2
608314	608549	235	1068.6	420.9
608626	608909	283	337.5	101.6
608944	609100	156	163.3	112.3
609144	609371	227	-115.4	252.0
609444	609631	187	704.5	225.7
609685	609928	243	874.5	264.9
609963	610136	173	809.5	330.9
610175	610302	127	713.6	342.6
610472	610708	236	438.0	362.7
610742	610920	178	393.3	275.2
610961	611075	114	129.2	287.9
611139	611209	70	105.0	762.9
611228	611417	189	101.0	728.1
611448	611595	147	79.8	722.3
611630	611934	304	220.3	685.0
611987	612029	42	92.4	699.6
612081	612273	192	480.6	385.3
612326	612396	70	587.7	383.5
