start_ms	end_ms	length_ms	x	y
1504227	1504784	557	537.9	414.3
1504799	1505287	488	528.6	406.9
1505293	1505580	287	523.4	398.2
1505715	1505999	284	511.2	402.3
1506019	1506234	215	518.8	403.6
1506274	1506436	162	365.3	403.6
1506488	1506656	168	270.9	216.9
1506713	1506951	238	741.1	236.3
1507009	1507206	197	301.2	277.9
1507238	1507414	176	266.5	341.3
1507447	1507617	170	277.6	316.0
1507750	1507939	189	571.5	472.5
1507975	1508137	162	577.7	429.7
1508168	1508407	239	565.8	403.9
1508467	1508610	143	800.9	257.7
1508647	1508753	106	727.7	273.2
1508820	1508976	156	355.4	331.2
1509036	1509156	120	252.1	211.2
1509194	1509355	161	259.7	300.3
1509366	1509562	196	259.4	325.1
1509628	1509856	228	603.0	547.2
1509932	1510176	244	267.7	208.0
1510250	1510677	427	845.5	254.1
1510731	1510839	108	767.8	454.1
1510883	1511107	224	621.5	559.0
1511122	1511369	247	601.3	579.6
1511434	1511541	107	306.5	194.3
1511597	1511854	257	98.5	300.5
1511886	1512123	237	62.3	295.2
1512136	1513251	1115	64.2	276.2
1513390	1513744	354	75.3	288.2
1513893	1514027	134	546.0	458.6
1514052	1514192	140	486.0	410.7
1514335	1514499	164	851.4	444.4
1514545	1514733	188	512.6	399.3
1514769	1515070	301	441.7	397.1
