start_ms	end_ms	length_ms	x	y
1021661	1022142	481	539.9	409.2
1022164	1022847	683	509.1	389.3
1023012	1023550	538	508.2	410.2
1023586	1023782	196	467.0	346.4
1023802	1024044	242	452.5	297.7
1024098	1024271	173	469.0	536.4
1024329	1024500	171	495.2	285.6
1024568	1024798	230	838.1	325.9
1024839	1025078	239	921.2	412.0
1025123	1025288	165	837.5	549.1
1025342	1025532	190	685.8	547.4
1025609	1025864	255	360.9	531.1
1025903	1026144	241	200.7	537.7
1026330	1026494	164	406.4	345.0
1026532	1026722	190	535.7	391.4
1026745	1026943	198	499.6	459.2
1026968	1027130	162	469.0	482.4
1027152	1027262	110	497.0	510.6
1027313	1027531	218	427.6	324.2
1027553	1027798	245	397.1	287.6
1027808	1028263	455	405.2	274.6
1028271	1028717	446	394.9	273.6
1028762	1028895	133	230.5	267.6
1028911	1028994	83	240.7	245.9
1029019	1029250	231	173.8	232.6
1029276	1029732	456	239.4	230.3
1029774	1029930	156	122.4	273.4
1030098	1030410	312	102.9	305.4
1030424	1030835	411	85.7	294.2
1030853	1031240	387	84.5	275.3
1031263	1031752	489	85.9	208.3
1031818	1031983	165	440.3	160.2
1032027	1032266	239	630.4	162.1
1032294	1032419	125	548.4	163.9
1032499	1032738	239	132.2	202.7
1032804	1033209	405	499.8	383.0
1033234	1033502	268	545.9	377.7
