start_ms	end_ms	length_ms	x	y
11571941	11572204	263	466.8	383.9
11572223	11572366	143	494.3	376.3
11572573	11572597	24	470.0	360.1
11572803	11573126	323	486.5	373.4
11573322	11573572	250	490.7	372.7
11573931	11574028	97	464.1	362.7
11574054	11574379	325	494.0	368.7
11574549	11575535	986	481.1	371.3
11575735	11576103	368	497.8	364.5
11576147	11576317	170	302.3	352.5
11576383	11576516	133	207.5	351.1
11576539	11576675	136	154.1	365.7
11576685	11577014	329	137.9	355.2
11577037	11577396	359	141.8	390.5
11577416	11577562	146	178.5	403.6
11577578	11577711	133	179.9	380.8
11577728	11577968	240	203.3	358.1
11577980	11578217	237	184.2	353.7
11578235	11578284	49	156.3	341.6
11578295	11578681	386	146.1	320.2
11578722	11578924	202	278.2	217.5
11578980	11579181	201	249.2	528.8
11579239	11579349	110	596.0	469.3
11579402	11579687	285	874.1	489.3
11579713	11579864	151	836.7	578.3
11579916	11580029	113	822.8	389.6
11580091	11580232	141	597.5	358.9
11580251	11580420	169	568.0	351.3
11580475	11580785	310	876.2	377.6
11580951	11581000	49	944.5	395.7
11581063	11581166	103	959.4	181.3
11581212	11581306	94	827.3	87.6
11581370	11581557	187	576.5	129.9
11581599	11581783	184	462.1	138.7
11581825	11581968	143	585.2	145.7
11582035	11582180	145	226.1	236.2
11582201	11582323	122	190.5	225.3
11582528	11582620	92	126.4	317.3
11582638	11582787	149	137.1	280.5
11582853	11583044	191	164.9	203.5
11583060	11583389	329	135.3	195.7
11583418	11583768	350	125.3	277.2
11583777	11584318	541	108.3	265.0
11584346	11584474	128	109.3	209.4
11584494	11585185	691	115.7	186.7
11585248	11585386	138	487.5	356.3
