start_ms	end_ms	length_ms	x	y
14636337	14636633	296	472.2	404.2
14636654	14636934	280	506.1	391.4
14636945	14637449	504	512.5	386.3
14637680	14638244	564	505.0	385.5
14638308	14638471	163	271.8	372.2
14638500	14638675	175	287.0	459.0
14638709	14638847	138	293.2	511.3
14638911	14639054	143	553.3	568.3
14639124	14639231	107	710.9	614.7
14639298	14639500	202	847.6	292.7
14639579	14639709	130	222.7	290.6
14639737	14639934	197	195.2	270.4
14639994	14640275	281	304.4	608.2
14640298	14640422	124	307.9	674.4
14640512	14640588	76	531.7	696.8
14640616	14640793	177	632.8	717.1
14640858	14640987	129	815.9	445.0
14641038	14641164	126	868.6	367.3
14641194	14641334	140	747.1	365.2
14641410	14641608	198	291.2	372.9
14641641	14641777	136	269.7	402.6
14641823	14642021	198	154.2	461.6
14642060	14642234	174	227.3	493.4
14642268	14642394	126	272.1	504.9
14642461	14642611	150	534.1	526.1
14642672	14642864	192	742.8	569.5
14642928	14643108	180	793.0	335.2
14643168	14643287	119	984.8	298.9
14643410	14643579	169	547.6	154.1
14643650	14643856	206	176.5	258.0
14643883	14644034	151	76.8	246.7
14644060	14644219	159	51.0	252.5
14644238	14645076	838	32.3	255.3
14645148	14645369	221	474.5	374.4
