start_ms	end_ms	length_ms	x	y
15011058	15011364	306	554.2	390.8
15011382	15011616	234	524.8	394.2
15011627	15012516	889	519.2	389.8
15012762	15012878	116	544.1	408.8
15012908	15013085	177	612.5	418.0
15013130	15013340	210	471.0	389.6
15013398	15013764	366	436.3	382.0
15013806	15014114	308	246.7	419.8
15014164	15014367	203	215.3	491.6
15014424	15014660	236	424.4	591.6
15014838	15015378	540	555.1	375.7
15015436	15017306	1870	445.0	368.4
15017341	15017804	463	600.3	400.1
15017821	15018006	185	623.7	420.4
15018071	15018199	128	178.8	546.0
15018346	15018380	34	87.7	609.2
15018405	15018554	149	70.8	638.8
15018635	15019592	957	64.6	552.0
15019634	15019940	306	137.1	486.7
15019993	15020321	328	76.0	639.1
15020349	15021240	891	63.7	618.2
15021310	15021422	112	451.8	426.9
