start_ms	end_ms	length_ms	x	y
2180126	2180274	148	487.0	388.2
2180297	2180443	146	536.3	387.4
2180924	2181080	156	520.9	368.4
2181103	2181796	693	523.7	400.8
2182233	2182502	269	528.7	394.3
2182558	2182698	140	266.8	476.2
2182741	2183018	277	183.0	472.8
2183049	2183138	89	213.9	475.1
2183208	2183485	277	657.3	432.9
2183530	2183735	205	777.3	446.3
2183758	2184005	247	806.1	453.4
2184054	2184257	203	686.3	449.9
2184291	2184570	279	833.4	445.8
2184581	2184690	109	860.8	446.5
2184749	2184894	145	559.5	393.6
2184957	2185154	197	178.7	460.0
2185174	2185505	331	212.7	468.8
2185537	2185670	133	231.3	425.1
2185717	2185866	149	376.7	390.8
2185912	2186169	257	715.9	413.1
2186191	2186252	61	696.5	420.0
2186284	2186487	203	827.0	406.7
2186542	2186727	185	584.6	389.1
2186781	2186893	112	579.8	578.6
2187005	2187193	188	141.0	649.5
2187290	2187369	79	107.6	657.3
2187429	2187691	262	514.2	650.7
2187773	2187956	183	165.7	631.2
2188001	2188230	229	216.5	664.2
2188258	2188597	339	255.2	657.0
2188612	2188835	223	256.1	641.6
2189143	2189222	79	517.8	367.6
2189231	2189421	190	516.5	371.5
2189447	2189614	167	483.3	391.9
2190069	2190184	115	532.9	354.8
