start_ms	end_ms	length_ms	x	y
5418991	5419840	849	525.2	375.8
5420186	5420273	87	545.8	370.5
5420311	5420452	141	524.5	380.9
5420729	5420874	145	510.0	371.0
5420893	5421265	372	516.1	370.1
5421476	5421562	86	529.3	351.2
5421584	5422171	587	513.3	370.6
5422178	5422538	360	533.7	376.2
5422790	5422928	138	509.8	356.2
5422939	5423120	181	531.9	370.8
5423279	5423427	148	634.5	413.8
5423446	5423612	166	596.0	396.0
5423672	5423850	178	726.2	393.9
5423872	5424107	235	689.6	383.0
5424159	5424293	134	696.1	174.2
5424363	5424555	192	143.9	292.1
5424586	5424795	209	293.4	266.4
5424814	5424946	132	329.2	285.0
5424974	5425408	434	277.2	241.2
5425447	5425665	218	225.5	112.6
5425725	5426098	373	230.3	571.9
5426137	5426699	562	99.8	423.3
5426753	5426902	149	435.8	445.4
5426976	5427169	193	618.4	391.0
5427213	5427377	164	706.0	386.8
5427445	5427714	269	1012.7	684.8
5427742	5428099	357	1027.1	703.9
5428116	5428365	249	1008.0	704.6
5428645	5428738	93	190.9	368.7
5428952	5429093	141	153.3	269.8
5429115	5429416	301	113.5	313.7
5429444	5429610	166	119.6	402.1
5429630	5430071	441	115.6	379.4
5430119	5430258	139	247.2	234.9
5430309	5430585	276	159.2	439.3
5430602	5430717	115	148.3	448.4
5430976	5431248	272	147.8	458.9
5431478	5431607	129	120.9	450.1
5431872	5432384	512	140.4	448.4
5432439	5432791	352	501.7	367.5
5432841	5433101	260	565.2	378.2
