start_ms	end_ms	length_ms	x	y
911514	911971	457	524.5	393.4
912202	912341	139	510.1	401.2
912358	913700	1342	513.6	394.3
913773	913899	126	131.8	336.5
913920	914055	135	104.7	292.0
914075	914285	210	112.9	255.6
914334	914547	213	423.6	105.1
914573	914757	184	526.4	93.2
914824	915013	189	65.1	122.0
915031	915292	261	49.7	91.7
915319	915570	251	158.7	132.1
915609	915748	139	72.2	140.8
915776	915915	139	96.3	246.5
915938	916234	296	169.5	259.0
916255	916382	127	228.2	272.9
916433	916699	266	416.0	279.9
916732	916986	254	604.0	278.0
917043	917263	220	117.4	309.9
917294	917623	329	235.3	339.7
917664	917896	232	102.2	303.3
917914	918163	249	137.7	316.7
918248	918464	216	888.8	355.4
918522	918721	199	1048.9	221.0
918795	919092	297	490.7	92.5
919157	919312	155	118.4	208.4
919349	919472	123	227.6	220.5
919629	920006	377	172.7	209.0
920045	921799	1754	79.7	173.0
921863	921995	132	498.7	399.7
922018	922282	264	470.8	393.4
