start_ms	end_ms	length_ms	x	y
1189812	1191030	1218	534.7	365.3
1191046	1191166	120	520.7	368.6
1191362	1191603	241	503.0	342.0
1191611	1192884	1273	514.3	369.8
1192940	1193065	125	245.0	270.7
1193089	1193245	156	160.0	215.7
1193267	1193423	156	234.3	191.7
1193463	1193589	126	384.8	185.1
1193611	1193787	176	444.8	177.5
1193834	1194110	276	330.4	585.8
1194155	1194346	191	144.0	582.6
1194512	1194649	137	363.2	657.6
1194684	1194824	140	452.5	621.5
1194877	1195009	132	732.5	604.0
1195050	1195187	137	851.2	465.3
1195238	1195424	186	854.4	211.3
1195448	1195585	137	829.4	135.2
1195628	1195718	90	673.8	129.1
1195785	1196055	270	135.4	389.2
1196084	1196317	233	262.2	380.5
1196371	1196608	237	523.0	374.8
1196666	1196915	249	818.8	383.9
1196990	1197094	104	281.2	489.0
1197137	1197246	109	137.2	516.2
1197295	1197442	147	328.4	734.9
1197496	1197618	122	445.1	701.9
1197659	1197725	66	566.9	653.4
1197767	1198095	328	692.3	618.0
1198269	1198417	148	152.9	297.6
1198454	1198653	199	57.1	365.6
1198681	1199166	485	26.3	458.6
1199196	1200226	1030	31.0	533.9
1200474	1200593	119	501.7	415.2
