start_ms	end_ms	length_ms	x	y
5442203	5442564	361	468.1	365.6
5442598	5443310	712	508.0	363.8
5443336	5443682	346	509.5	360.2
5443701	5444204	503	514.5	366.3
5444255	5444406	151	363.2	289.0
5444454	5444612	158	465.5	232.7
5444714	5445106	392	831.5	339.5
5445134	5445437	303	806.1	383.6
5445456	5445713	257	772.8	385.0
5445732	5446040	308	771.2	350.9
5446072	5446295	223	813.5	250.3
5446337	5446573	236	886.2	374.6
5446597	5446790	193	862.7	272.6
5446829	5447116	287	952.4	389.0
5447136	5447268	132	979.2	394.6
5447306	5447562	256	827.4	360.2
5447626	5447827	201	494.0	234.6
5447870	5448130	260	327.6	257.5
5448165	5448391	226	277.0	316.7
5448427	5448596	169	191.1	315.3
5448622	5448967	345	184.7	233.4
5448984	5449222	238	188.2	219.7
5449284	5449437	153	776.6	179.0
5449508	5449612	104	266.2	225.5
5449650	5449846	196	129.9	220.3
5449870	5451285	1415	96.7	205.2
5451338	5451773	435	425.9	336.5
