start_ms	end_ms	length_ms	x	y
5089167	5090079	912	523.1	387.9
5090086	5090234	148	532.2	389.9
5090530	5090596	66	514.7	338.2
5090606	5090631	25	515.1	347.8
5090650	5091534	884	538.4	382.9
5091829	5091982	153	499.0	320.4
5092006	5092160	154	533.8	382.2
5092189	5092385	196	516.3	284.3
5092427	5092690	263	369.8	216.4
5092730	5093370	640	539.2	288.4
5093389	5094179	790	523.4	270.8
5094219	5094860	641	362.0	233.7
5095111	5095493	382	361.0	238.6
5095543	5095686	143	546.7	312.8
5095704	5096060	356	517.9	286.3
5096108	5096385	277	520.8	524.0
5096434	5096643	209	248.2	436.9
5096946	5097078	132	222.3	206.0
5097113	5097354	241	353.4	236.1
5097401	5097616	215	131.2	367.9
5097639	5097818	179	120.3	331.8
5097838	5098942	1104	94.3	313.3
5098992	5099048	56	514.5	387.6
5099340	5099484	144	479.4	364.6
