start_ms	end_ms	length_ms	x	y
4807553	4808079	526	460.9	385.3
4808106	4808431	325	528.8	391.0
4808690	4808893	203	520.8	367.3
4808900	4810177	1277	525.2	393.2
4810217	4810325	108	375.3	305.4
4810366	4810509	143	491.5	530.0
4810536	4810716	180	528.0	582.3
4810761	4810982	221	513.7	273.6
4811020	4811291	271	415.0	234.0
4811336	4811540	204	624.7	468.8
4811565	4811762	197	574.6	397.2
4812097	4812224	127	546.7	403.1
4812275	4812515	240	622.5	583.1
4812553	4812794	241	621.2	406.2
4812823	4813064	241	534.8	405.8
4813099	4813285	186	551.4	598.3
4813339	4813515	176	214.4	357.8
4813557	4813791	234	388.8	268.5
4813831	4814205	374	439.6	485.6
4814248	4814419	171	474.4	269.8
4814443	4814585	142	421.4	237.6
4814641	4815074	433	898.8	470.5
4815149	4815475	326	270.2	385.4
4815510	4815714	204	161.3	339.4
4815765	4815947	182	123.9	620.2
4815975	4816232	257	115.2	560.2
4816262	4816561	299	86.0	622.6
4816579	4816853	274	83.0	645.2
4816875	4817298	423	54.2	648.3
4817359	4817426	67	470.4	404.3
4817629	4818193	564	511.5	359.4
