start_ms	end_ms	length_ms	x	y
8742754	8743397	643	517.1	377.3
8743410	8743482	72	492.7	376.5
8743795	8744197	402	1075.4	659.6
8744256	8744311	55	602.2	436.7
8744534	8744588	54	499.2	416.9
8744613	8744729	116	501.7	390.5
8744751	8745819	1068	512.2	369.2
8746098	8746380	282	512.6	369.3
8746430	8746555	125	280.6	453.8
8746599	8746790	191	113.8	407.7
8746813	8747524	711	83.4	354.5
8747585	8747713	128	580.6	654.4
8747739	8747968	229	661.3	693.7
8748043	8748293	250	828.1	342.1
8748347	8748621	274	509.1	275.1
8748671	8748876	205	442.8	446.9
8748939	8749090	151	857.6	409.4
8749131	8749300	169	786.8	294.5
8749324	8749606	282	842.5	289.7
8749661	8749772	111	533.7	315.4
8750018	8750110	92	851.0	343.2
8750135	8750251	116	801.7	297.7
8750311	8750617	306	441.8	354.3
8750632	8750753	121	440.0	336.4
8750840	8751058	218	21.2	357.8
8751114	8751502	388	74.4	321.0
8751546	8751705	159	122.2	462.7
8751761	8751992	231	481.2	178.6
8752032	8752438	406	605.1	150.3
8752614	8752941	327	164.2	701.7
8752964	8753854	890	225.8	703.0
8753917	8754081	164	520.0	401.6
