start_ms	end_ms	length_ms	x	y
1036638	1036854	216	420.4	378.0
1037468	1037495	27	546.0	365.8
1037517	1037633	116	514.9	369.8
1037947	1038396	449	509.8	391.7
1038429	1038664	235	617.3	306.5
1038691	1039331	640	509.1	368.6
1039624	1039681	57	398.2	332.8
1039723	1040001	278	514.6	382.6
1040035	1040302	267	392.3	330.6
1040324	1040460	136	335.5	320.1
1040512	1040764	252	698.6	323.6
1040791	1040852	61	803.0	316.7
1040906	1041211	305	328.4	369.3
1041250	1041492	242	499.3	371.2
1041527	1041675	148	704.3	363.3
1041724	1041842	118	318.6	384.8
1042161	1042392	231	519.3	383.7
1042414	1042492	78	445.7	379.3
1042531	1042694	163	698.2	384.3
1042728	1042874	146	765.6	578.3
1042925	1043118	193	332.0	580.7
1043156	1043368	212	405.9	349.6
1043407	1043502	95	655.1	359.4
1043737	1044083	346	642.2	338.5
1044104	1044316	212	699.1	352.9
1044366	1044556	190	415.4	370.2
1044826	1044849	23	436.0	365.6
1044880	1045161	281	303.9	396.0
1045232	1045364	132	622.2	399.1
1045417	1045698	281	144.6	400.2
1045996	1046212	216	151.8	340.2
1046512	1047326	814	132.9	418.1
1047452	1047607	155	134.6	405.1
1047667	1047856	189	484.7	382.7
1047874	1048071	197	436.8	378.3
