start_ms	end_ms	length_ms	x	y
1290226	1290735	509	496.9	389.9
1291281	1291373	92	474.9	326.8
1291408	1292014	606	532.8	360.9
1292066	1292384	318	531.5	374.7
1292420	1292646	226	528.0	354.6
1292665	1292900	235	545.9	361.0
1292924	1293064	140	523.4	370.7
1293212	1293491	279	528.3	363.6
1293517	1294115	598	526.5	376.6
1294130	1294657	527	544.6	364.4
1294679	1295346	667	562.0	310.3
1295381	1295547	166	788.1	387.0
1295592	1295834	242	554.2	311.3
1295855	1296010	155	565.2	303.4
1296068	1296386	318	307.9	13.6
1296464	1296577	113	871.5	49.3
1296672	1296794	122	157.4	376.7
1296832	1297165	333	175.4	451.6
1297207	1297512	305	264.2	265.7
1297543	1297710	167	429.5	177.1
1297748	1298023	275	538.9	300.9
1298065	1298293	228	513.9	401.4
1298352	1298612	260	768.3	406.7
1298645	1299078	433	709.0	209.6
1299139	1299480	341	428.1	116.8
1299487	1299992	505	428.4	96.7
1300064	1300236	172	145.2	462.1
1300264	1300670	406	178.4	412.3
1300732	1300939	207	120.3	383.7
1300970	1301143	173	147.0	445.4
1301212	1301358	146	121.3	281.3
1301381	1301688	307	124.7	239.3
1301725	1301904	179	122.3	297.5
1301949	1302145	196	242.9	182.4
1302183	1302514	331	181.4	163.0
1302551	1302727	176	133.8	198.3
1302753	1303032	279	127.9	226.6
1303041	1303115	74	141.1	238.0
1303336	1303455	119	157.9	239.9
1303484	1303809	325	123.0	297.3
1303874	1304009	135	123.4	294.9
1304069	1304442	373	291.0	187.8
1304593	1304910	317	123.5	302.9
1304916	1305267	351	125.6	307.3
1305331	1305598	267	547.7	364.3
