start_ms	end_ms	length_ms	x	y
1674456	1674729	273	523.8	381.3
1675025	1675065	40	493.0	385.5
1675088	1675441	353	502.2	383.6
1675779	1676704	925	497.1	375.6
1676761	1677039	278	193.5	357.0
1677098	1677149	51	465.0	368.6
1677232	1677259	27	487.5	374.2
1677431	1677549	118	166.2	310.5
1677576	1677673	97	113.5	278.2
1677758	1677849	91	806.2	256.7
1678157	1678260	103	857.1	262.2
1678330	1678640	310	176.1	263.8
1678684	1678943	259	197.7	399.8
1678986	1679068	82	153.8	473.3
1679114	1679430	316	330.7	563.2
1679497	1679545	48	705.0	518.8
1679688	1679716	28	710.2	522.6
1679758	1679893	135	621.9	538.7
1679959	1680254	295	946.9	579.0
1680312	1680448	136	378.4	277.0
1680502	1680785	283	155.1	210.3
1680846	1681000	154	434.6	248.5
1681042	1681249	207	377.1	250.8
1681314	1681571	257	772.9	236.7
1681610	1681665	55	897.2	283.4
1681739	1681818	79	900.4	283.2
1682024	1682206	182	512.2	268.9
1682268	1682764	496	125.9	288.1
1682814	1682998	184	455.6	191.0
1683035	1683229	194	616.6	157.5
1683260	1683365	105	680.7	153.5
1683425	1683560	135	390.9	171.4
1683598	1683667	69	393.0	168.7
1683712	1683796	84	355.5	175.1
1683836	1684060	224	526.6	169.6
1684120	1684240	120	194.3	380.1
1684284	1684448	164	122.6	433.3
1684498	1684623	125	151.4	540.0
1684657	1684959	302	121.4	598.2
1684995	1685231	236	178.3	687.8
1685269	1685567	298	118.5	591.7
1685629	1685812	183	496.9	411.4
