start_ms	end_ms	length_ms	x	y
4341025	4341477	452	475.0	385.1
4341496	4341687	191	494.2	372.6
4341814	4341854	40	521.4	523.3
4341969	4342270	301	1172.9	1011.6
4342355	4342433	78	419.0	583.7
4342530	4343456	926	497.9	391.8
4343534	4343673	139	1032.4	851.5
4343817	4344051	234	496.1	377.1
4344117	4344226	109	229.5	489.6
4344271	4344411	140	286.5	547.1
4344477	4344708	231	322.2	274.0
4344770	4344895	125	151.7	459.1
4344951	4345094	143	293.9	559.3
4345125	4345222	97	341.6	574.1
4345284	4345403	119	430.6	343.8
4345449	4345649	200	344.8	282.4
4345719	4345840	121	753.5	459.9
4345897	4346081	184	882.4	246.0
4346151	4346368	217	375.3	269.4
4346408	4346585	177	299.8	274.3
4346649	4346776	127	139.8	450.0
4346805	4346895	90	132.9	434.8
4346963	4347264	301	525.0	432.5
4347285	4347434	149	533.9	473.6
4347491	4347617	126	738.0	516.1
4347687	4347810	123	221.5	452.1
4347848	4348089	241	138.5	429.3
4348149	4348328	179	313.4	552.5
4348359	4348495	136	128.6	445.2
4348531	4348673	142	127.7	412.0
4348739	4348915	176	516.4	462.8
4348976	4349048	72	766.1	547.8
4349157	4349282	125	919.8	225.2
4349360	4349462	102	409.4	248.8
4349533	4349774	241	142.5	432.1
4349809	4349976	167	103.6	355.3
4350011	4350155	144	121.7	416.9
4350168	4350411	243	101.3	419.2
4350426	4350910	484	81.1	412.5
4350975	4351066	91	500.6	457.5
4351109	4351274	165	478.2	396.7
4351307	4351436	129	531.2	382.0
4351557	4351726	169	475.6	371.3
