start_ms	end_ms	length_ms	x	y
3439911	3440405	494	455.4	382.1
3440442	3441869	1427	502.1	376.6
3441931	3442072	141	241.3	394.1
3442104	3442176	72	211.0	357.1
3442255	3442516	261	681.7	166.3
3442558	3442669	111	713.1	231.0
3442710	3442919	209	606.4	250.3
3442987	3443199	212	842.4	224.9
3443244	3443450	206	762.9	386.5
3443492	3443596	104	772.7	465.6
3443648	3443784	136	724.9	246.6
3443840	3444062	222	597.4	254.1
3444094	3444247	153	752.0	247.0
3444290	3444448	158	891.5	208.5
3444503	3444666	163	762.9	296.4
3444713	3444967	254	622.1	366.7
3445014	3445237	223	616.9	470.6
3445283	3445508	225	641.3	608.9
3445547	3445601	54	745.5	608.6
3445661	3445836	175	608.9	484.2
3445868	3446090	222	611.9	463.1
3446191	3446412	221	230.4	450.5
3446453	3446578	125	143.9	488.4
3446680	3446862	182	734.1	172.5
3446903	3447065	162	759.2	122.4
3447152	3447344	192	138.8	555.4
3447429	3447566	137	103.7	668.3
3447606	3447766	160	174.1	652.0
3447823	3447977	154	115.7	677.1
3448055	3448114	59	80.0	680.4
