start_ms	end_ms	length_ms	x	y
4276030	4276276	246	506.9	389.3
4276294	4277596	1302	526.4	383.6
4277663	4277845	182	177.0	428.9
4277884	4278063	179	301.3	479.8
4278113	4278332	219	145.4	413.0
4278392	4278633	241	643.1	266.9
4278661	4278781	120	723.4	266.4
4278855	4279053	198	274.8	632.1
4279084	4279210	126	410.8	649.5
4279253	4279400	147	579.0	602.8
4279422	4279591	169	625.2	587.9
4279657	4279817	160	798.2	360.5
4279889	4280059	170	288.8	588.3
4280084	4280443	359	256.2	587.0
4280476	4280620	144	343.6	561.0
4280678	4280998	320	426.0	530.0
4281171	4281722	551	688.4	436.0
4281776	4282283	507	1010.0	362.3
4282339	4282529	190	588.7	587.8
4282545	4282743	198	605.2	601.7
4282804	4282925	121	143.9	458.2
4282972	4283214	242	117.0	272.7
4283240	4283428	188	100.8	256.3
4283457	4284431	974	67.4	260.1
4284505	4284706	201	511.4	406.1
