start_ms	end_ms	length_ms	x	y
4502733	4503327	594	534.8	320.7
4503502	4503607	105	551.8	329.7
4503635	4503730	95	533.5	350.8
4503802	4504047	245	1037.5	723.0
4504257	4504385	128	640.7	415.3
4504452	4504612	160	757.6	873.9
4505691	4505870	179	420.3	325.1
4508026	4508232	206	495.0	360.6
4508250	4508397	147	509.6	363.8
4508559	4508741	182	554.3	356.6
4508763	4509026	263	524.0	352.8
4509087	4509210	123	625.8	685.7
4509271	4509436	165	515.3	323.5
4509457	4509667	210	527.8	350.3
4509752	4509904	152	631.0	1004.4
4510131	4510227	96	460.9	424.3
4510999	4511067	68	264.9	795.1
4638018	4638581	563	498.6	363.3
4638604	4638842	238	520.1	409.5
4638983	4639083	100	531.7	388.7
4639102	4640267	1165	516.1	382.9
4640523	4640662	139	525.1	374.2
4640701	4640874	173	443.6	248.0
4640920	4641076	156	612.5	469.7
4641112	4641241	129	758.5	554.0
4641549	4641664	115	553.0	420.4
4641704	4642016	312	416.4	282.2
4642082	4642375	293	136.2	421.8
4642448	4642564	116	602.5	582.2
4642882	4643068	186	476.5	388.5
4643100	4643312	212	399.5	278.7
4643457	4643660	203	428.2	235.8
4643697	4643898	201	602.6	436.4
4643923	4644087	164	524.8	432.9
4644127	4644308	181	719.8	516.9
4644336	4644858	522	800.6	558.1
4644900	4645156	256	636.8	487.2
4645199	4645484	285	468.6	309.8
4645505	4645757	252	434.4	266.8
4646144	4646228	84	87.8	721.3
4646287	4646613	326	132.7	693.9
4646619	4646687	68	139.9	686.5
4646746	4646878	132	135.2	294.6
4646904	4647124	220	134.6	231.9
4647273	4647405	132	205.9	284.8
4647427	4647523	96	209.8	224.7
4647679	4647815	136	54.8	665.4
4647823	4648251	428	53.8	670.7
4648283	4648530	247	49.0	676.7
4648972	4649195	223	526.8	391.3
