start_ms	end_ms	length_ms	x	y
7230720	7231318	598	509.4	377.6
7231363	7231560	197	495.0	374.8
7231814	7231939	125	490.5	359.7
7231981	7232060	79	506.4	368.1
7232136	7232732	596	496.9	375.7
7232771	7233520	749	483.5	369.3
7233558	7233724	166	440.3	245.1
7233772	7233896	124	313.7	180.9
7233916	7235016	1100	315.8	189.6
7235227	7235310	83	455.2	225.9
7235362	7235690	328	501.1	255.3
7235721	7235910	189	314.4	177.3
7235924	7236005	81	314.1	178.0
7236063	7236155	92	353.8	179.3
7236252	7236291	39	345.2	180.1
7236321	7236852	531	477.3	235.6
7236929	7237037	108	468.8	282.9
7237091	7237258	167	541.0	513.9
7237264	7237535	271	539.1	502.2
7237613	7237771	158	350.8	186.2
7237799	7238058	259	312.1	174.8
7238077	7238103	26	312.5	173.9
7238143	7238373	230	321.1	109.4
7238412	7238735	323	322.2	169.2
7238786	7238996	210	154.1	274.9
7239017	7239655	638	135.1	302.7
7239857	7240015	158	156.4	268.0
7240133	7240158	25	496.6	142.0
7240214	7240296	82	498.9	141.0
7240350	7240592	242	640.8	159.2
7240653	7241029	376	519.8	73.9
7241104	7241133	29	563.7	70.8
7241350	7241771	421	515.8	65.3
7241795	7242027	232	577.3	82.1
7242058	7242322	264	442.8	60.0
7242348	7242529	181	403.6	57.1
7242576	7242783	207	531.8	75.4
7242847	7243186	339	141.7	298.1
7243402	7243564	162	494.2	117.9
7243590	7243779	189	553.7	151.2
7243907	7244059	152	153.1	308.3
7244072	7244809	737	139.3	303.7
7245108	7245224	116	141.6	302.8
7245494	7245860	366	153.3	306.0
7245906	7246045	139	135.7	416.7
7246053	7246182	129	134.4	409.1
7246213	7246405	192	163.1	251.2
7246429	7246665	236	224.1	224.7
7246718	7246850	132	289.0	227.0
7246866	7246886	20	288.1	235.3
7246917	7247101	184	187.5	232.6
7247154	7247413	259	214.9	233.0
7247469	7247799	330	519.5	69.1
7248285	7248542	257	147.2	320.2
7248626	7248742	116	468.9	138.5
7248830	7248934	104	479.8	68.7
7248960	7249131	171	541.4	81.0
7249170	7249330	160	656.3	159.6
7249409	7249619	210	530.3	74.6
7249721	7249814	93	329.1	151.6
7249862	7250045	183	193.7	265.6
7250113	7250161	48	240.2	235.6
7250223	7250253	30	276.5	221.0
7250270	7250451	181	277.5	226.9
7250482	7250584	102	295.8	228.4
7250666	7250774	108	294.9	227.9
7250807	7250991	184	168.7	277.4
7251018	7251142	124	178.3	254.9
7251389	7251537	148	195.6	249.3
7251556	7251737	181	204.4	246.1
7251966	7252233	267	132.8	311.1
7252478	7252633	155	139.1	304.5
7252661	7253317	656	134.6	327.2
7253339	7253494	155	136.4	312.3
7253516	7253839	323	127.0	366.5
7253989	7254031	42	121.7	388.8
7254072	7254427	355	133.9	318.1
7254457	7254828	371	129.6	323.6
7254837	7254983	146	130.9	349.9
7255017	7255610	593	135.5	328.2
7255664	7255901	237	488.4	367.2
