start_ms	end_ms	length_ms	x	y
7388176	7388581	405	508.4	388.4
7388599	7388765	166	486.5	392.7
7388775	7390022	1247	501.9	382.4
7390067	7390320	253	680.2	548.7
7390368	7390633	265	391.7	534.0
7390679	7391096	417	139.9	534.9
7391130	7391403	273	52.4	633.4
7391420	7391649	229	20.9	635.6
7391730	7391849	119	769.7	579.0
7392011	7392366	355	719.4	537.8
7392397	7392926	529	780.6	590.5
7392963	7393306	343	923.0	598.2
7393346	7393615	269	818.6	431.1
7393668	7394051	383	394.9	420.2
7394240	7394576	336	348.4	265.5
7394618	7395105	487	528.4	242.9
7395166	7395438	272	115.8	286.5
7395479	7395870	391	87.3	365.4
7395910	7396205	295	100.3	451.7
7396242	7396431	189	89.5	542.0
7396634	7396930	296	107.7	533.9
7396957	7397216	259	95.5	631.8
7397241	7397427	186	150.8	659.9
7397541	7397575	34	195.2	643.7
7397798	7398015	217	101.5	639.0
7398048	7398305	257	88.2	428.0
7398328	7398562	234	103.0	362.1
7398582	7398830	248	90.7	298.8
7398849	7399074	225	139.2	255.4
7399097	7399397	300	226.4	241.3
7399429	7399615	186	104.8	297.2
7399826	7400112	286	59.2	272.1
7400138	7400348	210	86.9	316.5
7400374	7400599	225	144.4	256.5
7400626	7400835	209	223.5	255.8
7400884	7401188	304	92.6	365.4
7401211	7401486	275	56.6	361.3
7401505	7401963	458	75.3	360.5
