start_ms	end_ms	length_ms	x	y
9823491	9823624	133	504.0	372.4
9823641	9824234	593	531.4	364.2
9824417	9826146	1729	525.5	359.7
9826189	9826507	318	267.6	319.7
9826534	9826760	226	361.8	278.5
9826800	9826951	151	84.3	447.3
9826974	9827257	283	138.9	409.2
9827298	9827612	314	474.1	414.9
9827678	9827974	296	962.9	474.6
9827998	9828212	214	968.3	549.3
9828236	9828468	232	909.3	609.8
9828489	9828643	154	956.9	621.6
9828865	9829153	288	965.5	556.1
9829204	9829530	326	977.6	180.7
9829575	9829726	151	535.2	197.0
9829763	9830118	355	346.1	201.1
9830159	9830274	115	546.2	214.5
9830298	9830511	213	534.9	118.8
9830547	9830786	239	716.7	125.2
9830831	9831049	218	376.8	341.5
9831082	9831442	360	201.2	330.7
9831475	9831626	151	124.6	270.3
9831831	9831925	94	135.8	477.8
9831943	9832773	830	153.9	435.0
9832796	9833026	230	110.3	445.4
9833049	9833222	173	115.4	389.7
9833241	9833436	195	102.4	356.0
9833472	9833685	213	209.9	246.8
9833856	9834007	151	148.9	336.4
9834034	9834287	253	83.1	415.1
9834306	9834517	211	96.3	368.8
9834573	9834747	174	521.6	134.0
9834794	9834992	198	88.8	473.1
9835004	9835249	245	73.1	451.9
9835460	9835651	191	535.8	155.1
9835706	9835946	240	95.9	446.6
9835974	9836244	270	54.2	448.1
9836255	9836442	187	72.8	452.1
9836485	9836893	408	190.3	441.6
9836940	9837087	147	507.2	373.9
9837097	9837134	37	497.8	368.7
