start_ms	end_ms	length_ms	x	y
9917628	9918068	440	511.0	363.2
9918586	9918713	127	513.6	388.8
9918730	9918807	77	529.4	347.4
9918982	9920589	1607	530.0	363.5
9920630	9920850	220	258.3	309.5
9920888	9921198	310	343.0	581.3
9921376	9921598	222	582.1	561.5
9921628	9921791	163	512.3	658.0
9921836	9922062	226	141.8	608.4
9922123	9922339	216	627.7	273.8
9922372	9922506	134	721.1	306.0
9922536	9922740	204	827.7	382.5
9922757	9923026	269	790.4	365.6
9923177	9923315	138	861.5	469.7
9923339	9923520	181	806.7	527.9
9923562	9923847	285	930.2	376.3
9923868	9923890	22	889.6	388.1
9923942	9924104	162	377.4	511.9
9924154	9924440	286	191.8	235.0
9924486	9924676	190	146.7	618.0
9924701	9924886	185	51.0	679.6
9924946	9925202	256	504.5	675.1
9925245	9925463	218	275.9	691.0
9925488	9925843	355	198.0	692.5
9926052	9926199	147	144.0	317.1
9926221	9926905	684	89.1	311.7
9926931	9927056	125	142.8	255.9
9927082	9927653	571	52.8	314.2
9927674	9927783	109	19.7	323.0
9927994	9928131	137	65.1	338.2
9928148	9928461	313	60.5	312.8
9928487	9929124	637	56.5	255.5
9929154	9929357	203	202.3	252.8
9929379	9929491	112	258.1	252.9
9929721	9929873	152	160.3	307.7
9929894	9930205	311	99.0	268.0
9930259	9930411	152	535.6	421.7
9930432	9930588	156	501.7	384.6
